particulars,posting_date,cost_center,voucher_type,debit,credit,net_balance
Net settlement for Equity with settlement number: 2025228,2025-12-01,NSE-EQ - Z,Book Voucher,0,41.495781,57.172574
Net settlement for Equity with settlement number: 2025230,2025-12-03,NSE-EQ - Z,Book Voucher,0,18.75689,75.929464
DP Charges for Sale of BLUESTARCO on 03/12/2025,2025-12-03,NSE-EQ - Z,Journal Entry,15.045,0,60.884464
Net settlement for Equity with settlement number: 2025233,2025-12-08,NSE-EQ - Z,Book Voucher,0,5301.934451,5362.818915
DP Charges for Sale of ATHERENERG on 08/12/2025,2025-12-08,NSE-EQ - Z,Journal Entry,15.045,0,5347.773915
DP Charges for Sale of BLUESTARCO on 08/12/2025,2025-12-08,NSE-EQ - Z,Journal Entry,15.045,0,5332.728915
DP Charges for Sale of SONACOMS on 10/12/2025,2025-12-10,NSE-EQ - Z,Journal Entry,15.045,0,5317.683915
Net settlement for Equity with settlement number: 2025235,2025-12-10,NSE-EQ - Z,Book Voucher,2320.331825,0,2997.35209
Net settlement for Equity with settlement number: 2025236,2025-12-11,NSE-EQ - Z,Book Voucher,1364.562803,0,1632.789287
DP Charges for Sale of BLUESTARCO on 15/12/2025,2025-12-15,NSE-EQ - Z,Journal Entry,15.045,0,1617.744287
Net settlement for Equity with settlement number: 2025238,2025-12-15,NSE-EQ - Z,Book Voucher,0,1965.61306,3583.357347
DP Charges for Sale of SONACOMS on 17/12/2025,2025-12-17,NSE-EQ - Z,Journal Entry,15.045,0,3568.312347
Net settlement for Equity with settlement number: 2025240,2025-12-17,NSE-EQ - Z,Book Voucher,3024.881586,0,543.430761
DP Charges for Sale of SONACOMS on 19/12/2025,2025-12-19,NSE-EQ - Z,Journal Entry,15.045,0,528.385761
Net settlement for Equity with settlement number: 2025242,2025-12-19,NSE-EQ - Z,Book Voucher,0,613.632771,1142.018532
Net settlement for Equity with settlement number: 2025244,2025-12-23,NSE-EQ - Z,Book Voucher,0,45382.683019,46524.701551
DP Charges for Sale of SONACOMS on 23/12/2025,2025-12-23,NSE-EQ - Z,Journal Entry,15.045,0,46509.656551
Net settlement for Equity with settlement number: 2025245,2025-12-24,NSE-EQ - Z,Book Voucher,6056.788089,0,40452.868462
Net settlement for Equity with settlement number: 2025246,2025-12-26,NSE-EQ - Z,Book Voucher,19312.623956,0,21140.244506
Net settlement for Equity with settlement number: 2025247,2025-12-29,NSE-EQ - Z,Book Voucher,20863.064855,0,277.179651
DP Charges for Sale of METROBRAND on 29/12/2025,2025-12-29,NSE-EQ - Z,Journal Entry,15.045,0,262.134651
Funds added using UPI fromX with reference number 196425640016,2026-01-01,NSE-EQ - Z,Bank Receipts,0,100000,100262.134651
Net settlement for Equity with settlement number: 2026001,2026-01-01,NSE-EQ - Z,Book Voucher,12683.19606,0,87578.938591
Net settlement for Equity with settlement number: 2026002,2026-01-02,NSE-EQ - Z,Book Voucher,6610.618181,0,80968.32041
Funds transferred back as part of quarterly settlement with reference number 5c448e00f150c9175f4df8,2026-01-02,NSE-EQ - Z,Bank Payments,78396.1,0,2572.22041
Funds added using UPI fromX with reference number 945667870056,2026-01-05,NSE-EQ - Z,Bank Receipts,0,100000,102572.22041
Net settlement for Equity with settlement number: 2026003,2026-01-05,NSE-EQ - Z,Book Voucher,76177.297971,0,26394.922439
DP Charges for Sale of TIPSMUSIC on 06/01/2026,2026-01-06,NSE-EQ - Z,Journal Entry,15.045,0,26379.877439
Net settlement for Equity with settlement number: 2026004,2026-01-06,NSE-EQ - Z,Book Voucher,0,13784.944434,40164.821873
Net settlement for Equity with settlement number: 2026005,2026-01-07,NSE-EQ - Z,Book Voucher,11734.120031,0,28430.701842
DP Charges for Sale of SULA on 07/01/2026,2026-01-07,NSE-EQ - Z,Journal Entry,15.045,0,28415.656842
DP Charges for Sale of SULA on 08/01/2026,2026-01-08,NSE-EQ - Z,Journal Entry,15.045,0,28400.611842
Net settlement for Equity with settlement number: 2026006,2026-01-08,NSE-EQ - Z,Book Voucher,26750.295193,0,1650.316649
Net settlement for Equity with settlement number: 2026007,2026-01-09,NSE-EQ - Z,Book Voucher,1625.022508,0,25.294141
Funds added using UPI fromX with reference number 446424670126,2026-01-12,NSE-EQ - Z,Bank Receipts,0,50000,50025.294141
DP Charges for Sale of SOLARINDS on 12/01/2026,2026-01-12,NSE-EQ - Z,Journal Entry,15.045,0,50010.249141
Net settlement for Equity with settlement number: 2026008,2026-01-12,NSE-EQ - Z,Book Voucher,15863.674865,0,34146.574276
DP Charges for Sale of VINCOFE on 14/01/2026,2026-01-14,NSE-EQ - Z,Journal Entry,15.045,0,34131.529276
Net settlement for Equity with settlement number: 2026010,2026-01-14,NSE-EQ - Z,Book Voucher,11380.535051,0,22750.994225
AMC for Demat Account for 11-09-2025 to 10-12-2025,2026-01-16,NSE-EQ - Z,Journal Entry,88.5,0,22662.494225
Net settlement for Equity with settlement number: 2026012,2026-01-16,NSE-EQ - Z,Book Voucher,16755.187773,0,5907.306452
Net settlement for Equity with settlement number: 2026013,2026-01-19,NSE-EQ - Z,Book Voucher,5761.69004,0,145.616412
DP Charges for Sale of ANGELONE on 20/01/2026,2026-01-20,NSE-EQ - Z,Journal Entry,15.045,0,130.571412
Net settlement for Equity with settlement number: 2026014,2026-01-20,NSE-EQ - Z,Book Voucher,0,29258.459872,29389.031284
Net settlement for Equity with settlement number: 2026015,2026-01-21,NSE-EQ - Z,Book Voucher,22898.817348,0,6490.213936
Net settlement for Equity with settlement number: 2026016,2026-01-22,NSE-EQ - Z,Book Voucher,5624.522033,0,865.691903
DP Charges for Sale of ANGELONE on 23/01/2026,2026-01-23,NSE-EQ - Z,Journal Entry,15.045,0,850.646903
DP Charges for Sale of EPACK on 23/01/2026,2026-01-23,NSE-EQ - Z,Journal Entry,15.045,0,835.601903
Net settlement for Equity with settlement number: 2026017,2026-01-23,NSE-EQ - Z,Book Voucher,325.677834,0,509.924069
Net settlement for Equity with settlement number: 2026018,2026-01-27,NSE-EQ - Z,Book Voucher,228.420344,0,281.503725
Net settlement for Equity with settlement number: 2026019,2026-01-28,NSE-EQ - Z,Book Voucher,0,143.440922,424.944647
DP Charges for Sale of METROBRAND on 28/01/2026,2026-01-28,NSE-EQ - Z,Journal Entry,15.045,0,409.899647
Net settlement for Equity with settlement number: 2026300,2026-02-01,NSE-EQ - Z,Book Voucher,66915.771223,0,-66505.871576
Funds added using UPI fromX with reference number 109103286886,2026-02-01,NSE-EQ - Z,Bank Receipts,0,100000,33494.128424
Net settlement for Equity with settlement number: 2026022,2026-02-02,NSE-EQ - Z,Book Voucher,10764.273593,0,22729.854831
Funds added using UPI fromX with reference number 981207400356,2026-02-04,NSE-EQ - Z,Bank Receipts,0,50000,72729.854831
Net settlement for Equity with settlement number: 2026024,2026-02-04,NSE-EQ - Z,Book Voucher,24818.778468,0,47911.076363
Net settlement for Equity with settlement number: 2026025,2026-02-05,NSE-EQ - Z,Book Voucher,2320.41712,0,45590.659243
Net settlement for Equity with settlement number: 2026027,2026-02-09,NSE-EQ - Z,Book Voucher,2758.114854,0,42832.544389
Net settlement for Equity with settlement number: 2026029,2026-02-11,NSE-EQ - Z,Book Voucher,3481.241864,0,39351.302525
Net settlement for Equity with settlement number: 2026030,2026-02-12,NSE-EQ - Z,Book Voucher,4620.934419,0,34730.368106
DP Charges for Sale of MAHABANK on 16/02/2026,2026-02-16,NSE-EQ - Z,Journal Entry,15.045,0,34715.323106
Net settlement for Equity with settlement number: 2026032,2026-02-16,NSE-EQ - Z,Book Voucher,34525.087013,0,190.236093
DP Charges for Sale of SGBDE31III on 17/02/2026,2026-02-17,NSE-EQ - Z,Journal Entry,15.045,0,175.191093
Net settlement for Equity with settlement number: 2026033,2026-02-17,NSE-EQ - Z,Book Voucher,0,2454.629736,2629.820829
Funds added using UPI fromX with reference number 109216639058,2026-02-18,NSE-EQ - Z,Bank Receipts,0,25000,27629.820829
Net settlement for Equity with settlement number: 2026034,2026-02-18,NSE-EQ - Z,Book Voucher,3388.049411,0,24241.771418
Net settlement for Equity with settlement number: 2026035,2026-02-19,NSE-EQ - Z,Book Voucher,8007.320053,0,16234.451365
Net settlement for Equity with settlement number: 2026038,2026-02-24,NSE-EQ - Z,Book Voucher,777.345004,0,15457.106361
Net settlement for Equity with settlement number: 2026039,2026-02-25,NSE-EQ - Z,Book Voucher,3596.146125,0,11860.960236
Net settlement for Equity with settlement number: 2026040,2026-02-26,NSE-EQ - Z,Book Voucher,4603.793681,0,7257.166555
Net settlement for Equity with settlement number: 2026041,2026-02-27,NSE-EQ - Z,Book Voucher,6945.954357,0,311.212198
Net settlement for Equity with settlement number: 2026042,2026-03-02,NSE-EQ - Z,Book Voucher,296.672896,0,14.539302
Funds added using UPI fromX with reference number 808989390636,2026-03-04,NSE-EQ - Z,Bank Receipts,0,25000,25014.539302
DP Charges for Sale of JAINREC on 04/03/2026,2026-03-04,NSE-EQ - Z,Journal Entry,15.045,0,24999.494302
Net settlement for Equity with settlement number: 2026043,2026-03-04,NSE-EQ - Z,Book Voucher,18969.492942,0,6030.00136
Net settlement for Equity with settlement number: 2026044,2026-03-05,NSE-EQ - Z,Book Voucher,5871.731167,0,158.270193
DP Charges for Sale of PNGJL on 09/03/2026,2026-03-09,NSE-EQ - Z,Journal Entry,15.045,0,143.225193
Net settlement for Equity with settlement number: 2026046,2026-03-09,NSE-EQ - Z,Book Voucher,0,640.049086,783.274279
DP Charges for Sale of PNGJL on 10/03/2026,2026-03-10,NSE-EQ - Z,Journal Entry,15.045,0,768.229279
Net settlement for Equity with settlement number: 2026047,2026-03-10,NSE-EQ - Z,Book Voucher,0,73225.296301,73993.52558
Net settlement for Equity with settlement number: 2026048,2026-03-11,NSE-EQ - Z,Book Voucher,4884.244268,0,69109.281312
Net settlement for Equity with settlement number: 2026049,2026-03-12,NSE-EQ - Z,Book Voucher,8781.397807,0,60327.883505
Net settlement for Equity with settlement number: 2026050,2026-03-13,NSE-EQ - Z,Book Voucher,10849.077119,0,49478.806386
Net settlement for Equity with settlement number: 2026051,2026-03-16,NSE-EQ - Z,Book Voucher,18129.564354,0,31349.242032
Net settlement for Equity with settlement number: 2026052,2026-03-17,NSE-EQ - Z,Book Voucher,17285.166977,0,14064.075055
Net settlement for Equity with settlement number: 2026053,2026-03-18,NSE-EQ - Z,Book Voucher,1948.100207,0,12115.974848
Net settlement for Equity with settlement number: 2026054,2026-03-19,NSE-EQ - Z,Book Voucher,11673.5665,0,442.408348
DP Charges for Sale of POLYCAB on 20/03/2026,2026-03-20,NSE-EQ - Z,Journal Entry,15.045,0,427.363348
Net settlement for Equity with settlement number: 2026055,2026-03-20,NSE-EQ - Z,Book Voucher,325.065315,0,102.298033
Funds added using UPI fromX with reference number 650646140826,2026-03-23,NSE-EQ - Z,Bank Receipts,0,25000,25102.298033
Net settlement for Equity with settlement number: 2026056,2026-03-23,NSE-EQ - Z,Book Voucher,24933.446916,0,168.851117
DP Charges for Sale of GSMFOILS on 10/04/2026,2026-04-10,NSE-EQ - Z,Journal Entry,15.045,0,153.806117
Net settlement for Equity with settlement number: 2026067,2026-04-10,NSE-EQ - Z,Book Voucher,0,94901.43463,95055.240747
AMC for Demat Account for 11-12-2025 to 11-03-2026,2026-04-11,NSE-EQ - Z,Journal Entry,88.5,0,94966.740747
Funds auto-settled to the primary bank account  with reference number 225ca928b8d1fadec5abb8,2026-04-17,NSE-EQ - Z,Bank Payments,94966.74,0,0.000747
Funds added using UPI fromX with reference number 360972071106,2026-04-20,NSE-EQ - Z,Bank Receipts,0,100000,100000.000747
DP Charges for Sale of GSMFOILS on 20/04/2026,2026-04-20,NSE-EQ - Z,Journal Entry,15.045,0,99984.955747
Net settlement for Equity with settlement number: 2026072,2026-04-20,NSE-EQ - Z,Book Voucher,0,105899.655353,205884.6111
Net settlement for Equity with settlement number: 2026075,2026-04-23,NSE-EQ - Z,Book Voucher,5814.255611,0,200070.355489
Net settlement for Equity with settlement number: 2026076,2026-04-24,NSE-EQ - Z,Book Voucher,3629.397369,0,196440.95812
Net settlement for Equity with settlement number: 2026077,2026-04-27,NSE-EQ - Z,Book Voucher,8610.402498,0,187830.555622
Net settlement for Equity with settlement number: 2026078,2026-04-28,NSE-EQ - Z,Book Voucher,2818.117098,0,185012.438524
Net settlement for Equity with settlement number: 2026079,2026-04-29,NSE-EQ - Z,Book Voucher,7596.295599,0,177416.142925
Net settlement for Equity with settlement number: 2026082,2026-05-05,NSE-EQ - Z,Book Voucher,5439.00861,0,171977.134315
Net settlement for Equity with settlement number: 2026083,2026-05-06,NSE-EQ - Z,Book Voucher,11433.53898,0,160543.595335
Net settlement for Equity with settlement number: 2026085,2026-05-08,NSE-EQ - Z,Book Voucher,7815.503799,0,152728.091536
Net settlement for Equity with settlement number: 2026086,2026-05-11,NSE-EQ - Z,Book Voucher,23089.591434,0,129638.500102
Net settlement for Equity with settlement number: 2026087,2026-05-12,NSE-EQ - Z,Book Voucher,5639.222471,0,123999.277631
Net settlement for Equity with settlement number: 2026088,2026-05-13,NSE-EQ - Z,Book Voucher,2679.911928,0,121319.365703
Net settlement for Equity with settlement number: 2026089,2026-05-14,NSE-EQ - Z,Book Voucher,7839.127353,0,113480.23835
Net settlement for Equity with settlement number: 2026097,2026-05-26,NSE-EQ - Z,Book Voucher,0,26226.293384,139706.531734
DP Charges for Sale of METROBRAND on 26/05/2026,2026-05-26,NSE-EQ - Z,Journal Entry,15.045,0,139691.486734
Net settlement for Equity with settlement number: 2026098,2026-05-27,NSE-EQ - Z,Book Voucher,3102.302594,0,136589.18414
Net settlement for Equity with settlement number: 2026099,2026-05-29,NSE-EQ - Z,Book Voucher,18190.091407,0,118399.092733
DP Charges for Sale of METROBRAND on 01/06/2026,2026-06-01,NSE-EQ - Z,Journal Entry,15.045,0,118384.047733
Net settlement for Equity with settlement number: 2026100,2026-06-01,NSE-EQ - Z,Book Voucher,0,10125.485218,128509.532951
Net settlement for Equity with settlement number: 2026101,2026-06-02,NSE-EQ - Z,Book Voucher,11496.741344,0,117012.791607
DP Charges for Sale of TITAN on 03/06/2026,2026-06-03,NSE-EQ - Z,Journal Entry,15.045,0,116997.746607
Net settlement for Equity with settlement number: 2026102,2026-06-03,NSE-EQ - Z,Book Voucher,0,6907.470732,123905.217339
Net settlement for Equity with settlement number: 2026103,2026-06-04,NSE-EQ - Z,Book Voucher,7869.628954,0,116035.588385
Net settlement for Equity with settlement number: 2026104,2026-06-05,NSE-EQ - Z,Book Voucher,63088.918922,0,52946.669463
Net settlement for Equity with settlement number: 2026105,2026-06-08,NSE-EQ - Z,Book Voucher,47793.360161,0,5153.309302
Net settlement for Equity with settlement number: 2026106,2026-06-09,NSE-EQ - Z,Book Voucher,0,46877.675363,52030.984665
DP Charges for Sale of METROBRAND on 09/06/2026,2026-06-09,NSE-EQ - Z,Journal Entry,15.045,0,52015.939665
DP Charges for Sale of INDIGO on 10/06/2026,2026-06-10,NSE-EQ - Z,Journal Entry,15.045,0,52000.894665
DP Charges for Sale of SAFARI on 10/06/2026,2026-06-10,NSE-EQ - Z,Journal Entry,15.045,0,51985.849665
Net settlement for Equity with settlement number: 2026107,2026-06-10,NSE-EQ - Z,Book Voucher,0,35679.256809,87665.106474
Net settlement for Equity with settlement number: 2026108,2026-06-11,NSE-EQ - Z,Book Voucher,19581.24977,0,68083.856704
DP Charges for Sale of SAFARI on 15/06/2026,2026-06-15,NSE-EQ - Z,Journal Entry,15.045,0,68068.811704
Net settlement for Equity with settlement number: 2026110,2026-06-15,NSE-EQ - Z,Book Voucher,20980.171497,0,47088.640207
Net settlement for Equity with settlement number: 2026111,2026-06-16,NSE-EQ - Z,Book Voucher,25957.454866,0,21131.185341
Net settlement for Equity with settlement number: 2026112,2026-06-17,NSE-EQ - Z,Book Voucher,9671.21862,0,11459.966721
DP Charges for Sale of SAFARI on 18/06/2026,2026-06-18,NSE-EQ - Z,Journal Entry,15.045,0,11444.921721
Net settlement for Equity with settlement number: 2026113,2026-06-18,NSE-EQ - Z,Book Voucher,0,3626.657514,15071.579235
Net settlement for Equity with settlement number: 2026114,2026-06-19,NSE-EQ - Z,Book Voucher,13478.715404,0,1592.863831
Net settlement for Equity with settlement number: 2026115,2026-06-22,NSE-EQ - Z,Book Voucher,0,73775.792195,75368.656026
DP Charges for Sale of SAFARI on 22/06/2026,2026-06-22,NSE-EQ - Z,Journal Entry,15.045,0,75353.611026
Net settlement for Equity with settlement number: 2026116,2026-06-23,NSE-EQ - Z,Book Voucher,12679.508169,0,62674.102857
DP Charges for Sale of SILVERBEES on 24/06/2026,2026-06-24,NSE-EQ - Z,Journal Entry,15.045,0,62659.057857
Net settlement for Equity with settlement number: 2026117,2026-06-24,NSE-EQ - Z,Book Voucher,0,198032.365011,260691.422868
Net settlement for Equity with settlement number: 2026118,2026-06-25,NSE-EQ - Z,Book Voucher,7731.300649,0,252960.122219
Net settlement for Equity with settlement number: 2026119,2026-06-29,NSE-EQ - Z,Book Voucher,9494.366559,0,243465.75566
Net settlement for Equity with settlement number: 2026120,2026-06-30,NSE-EQ - Z,Book Voucher,2840.117921,0,240625.637739
Net settlement for Equity with settlement number: 2026121,2026-07-01,NSE-EQ - Z,Book Voucher,7848.805044,0,232776.832695
Net settlement for Equity with settlement number: 2026122,2026-07-02,NSE-EQ - Z,Book Voucher,15752.718965,0,217024.11373
Net settlement for Equity with settlement number: 2026123,2026-07-03,NSE-EQ - Z,Book Voucher,30780.739936,0,186243.373794
Funds auto-settled to the primary bank account  with reference number a98e864c705b9a5fc98e22,2026-07-03,NSE-EQ - Z,Bank Payments,132455.03,0,53788.343794
Net settlement for Equity with settlement number: 2026124,2026-07-06,NSE-EQ - Z,Book Voucher,5190.183711,0,48598.160083
Net settlement for Equity with settlement number: 2026125,2026-07-07,NSE-EQ - Z,Book Voucher,15651.967652,0,32946.192431
Net settlement for Equity with settlement number: 2026126,2026-07-08,NSE-EQ - Z,Book Voucher,17250.276482,0,15695.915949
Net settlement for Equity with settlement number: 2026127,2026-07-09,NSE-EQ - Z,Book Voucher,1309.070727,0,14386.845222
Net settlement for Equity with settlement number: 2026128,2026-07-10,NSE-EQ - Z,Book Voucher,7440.089794,0,6946.755428
Funds added using UPI fromX with reference number 110211481132,2026-07-13,NSE-EQ - Z,Bank Receipts,0,130000,136946.755428
Net settlement for Equity with settlement number: 2026129,2026-07-13,NSE-EQ - Z,Book Voucher,13823.478487,0,123123.276941
DP Charges for Sale of SILVERBEES on 14/07/2026,2026-07-14,NSE-EQ - Z,Journal Entry,15.045,0,123108.231941
Net settlement for Equity with settlement number: 2026130,2026-07-14,NSE-EQ - Z,Book Voucher,0,2138.951216,125247.183157
Net settlement for Equity with settlement number: 2026131,2026-07-15,NSE-EQ - Z,Book Voucher,2512.305659,0,122734.877498
DP Charges for Sale of V2RETAIL on 17/07/2026,2026-07-17,NSE-EQ - Z,Journal Entry,15.045,0,122719.832498
Net settlement for Equity with settlement number: 2026133,2026-07-17,NSE-EQ - Z,Book Voucher,33899.053674,0,88820.778824
AMC for Demat Account for 12-03-2026 to 10-06-2026,2026-07-18,NSE-EQ - Z,Journal Entry,88.5,0,88732.278824
Net settlement for Equity with settlement number: 2026134,2026-07-20,NSE-EQ - Z,Book Voucher,14216.199874,0,74516.07895
Net settlement for Equity with settlement number: 2026135,2026-07-21,NSE-EQ - Z,Book Voucher,3565.245046,0,70950.833904
Net settlement for Equity with settlement number: 2026136,2026-07-22,NSE-EQ - Z,Book Voucher,19349.462053,0,51601.371851
Net settlement for Equity with settlement number: 2026137,2026-07-23,NSE-EQ - Z,Book Voucher,1185.256096,0,50416.115755
DP Charges for Sale of TIPSMUSIC on 24/07/2026,2026-07-24,NSE-EQ - Z,Journal Entry,15.045,0,50401.070755
Net settlement for Equity with settlement number: 2026138,2026-07-24,NSE-EQ - Z,Book Voucher,0,18987.09907,69388.169825
DP Charges for Sale of TIPSMUSIC on 27/07/2026,2026-07-27,NSE-EQ - Z,Journal Entry,15.045,0,69373.124825
Net settlement for Equity with settlement number: 2026139,2026-07-27,NSE-EQ - Z,Book Voucher,0,7760.240853,77133.365678
DP Charges for Sale of GVT&D on 28/07/2026,2026-07-28,NSE-EQ - Z,Journal Entry,15.045,0,77118.320678
Net settlement for Equity with settlement number: 2026140,2026-07-28,NSE-EQ - Z,Book Voucher,0,44773.452716,121891.773394
DP Charges for Sale of JAINREC on 29/07/2026,2026-07-29,NSE-EQ - Z,Journal Entry,15.045,0,121876.728394
Net settlement for Equity with settlement number: 2026141,2026-07-29,NSE-EQ - Z,Book Voucher,0,6329.578517,128206.306911
Net settlement for Equity with settlement number: 2026142,2026-07-30,NSE-EQ - Z,Book Voucher,42838.272628,0,85368.034283
Net settlement for Equity with settlement number: 2026143,2026-07-31,NSE-EQ - Z,Book Voucher,0,14917.929597,100285.96388
DP Charges for Sale of THOMASCOTT on 31/07/2026,2026-07-31,NSE-EQ - Z,Journal Entry,15.045,0,100270.91888
Net settlement for Equity with settlement number: 2026144,2026-08-03,NSE-EQ - Z,Book Voucher,21168.597868,0,79102.321012
Net settlement for Equity with settlement number: 2026145,2026-08-04,NSE-EQ - Z,Book Voucher,13084.064234,0,66018.256778
Net settlement for Equity with settlement number: 2026146,2026-08-05,NSE-EQ - Z,Book Voucher,65378.430904,0,639.825874
Net settlement for Equity with settlement number: 2026147,2026-08-06,NSE-EQ - Z,Book Voucher,0,242056.258932,242696.084806
DP Charges for Sale of TIPSMUSIC on 06/08/2026,2026-08-06,NSE-EQ - Z,Journal Entry,15.045,0,242681.039806
DP Charges for Sale of THOMASCOTT on 06/08/2026,2026-08-06,NSE-EQ - Z,Journal Entry,15.045,0,242665.994806
Net settlement for Equity with settlement number: 2026148,2026-08-07,NSE-EQ - Z,Book Voucher,117934.747003,0,124731.247803
Net settlement for Equity with settlement number: 2026149,2026-08-10,NSE-EQ - Z,Book Voucher,54404.937732,0,70326.310071
Net settlement for Equity with settlement number: 2026150,2026-08-11,NSE-EQ - Z,Book Voucher,69880.895933,0,445.414138
Net settlement for Equity with settlement number: 2026152,2026-08-13,NSE-EQ - Z,Book Voucher,211.139697,0,234.274441
DP Charges for Sale of GVT&D on 17/08/2026,2026-08-17,NSE-EQ - Z,Journal Entry,15.045,0,219.229441
DP Charges for Sale of ZAGGLE on 17/08/2026,2026-08-17,NSE-EQ - Z,Journal Entry,15.045,0,204.184441
Net settlement for Equity with settlement number: 2026154,2026-08-17,NSE-EQ - Z,Book Voucher,0,3012.686534,3216.870975
Net settlement for Equity with settlement number: 2026155,2026-08-18,NSE-EQ - Z,Book Voucher,0,36673.337563,39890.208538
DP Charges for Sale of SILVERBEES on 18/08/2026,2026-08-18,NSE-EQ - Z,Journal Entry,15.045,0,39875.163538
Net settlement for Equity with settlement number: 2026156,2026-08-19,NSE-EQ - Z,Book Voucher,38402.38709,0,1472.776448
Net settlement for Equity with settlement number: 2026157,2026-08-20,NSE-EQ - Z,Book Voucher,1428.076629,0,44.699819
Net settlement for Equity with settlement number: 2026160,2026-08-25,NSE-EQ - Z,Book Voucher,0,40935.226565,40979.926384
DP Charges for Sale of GVT&D on 25/08/2026,2026-08-25,NSE-EQ - Z,Journal Entry,15.045,0,40964.881384
Net settlement for Equity with settlement number: 2026161,2026-08-26,NSE-EQ - Z,Book Voucher,14919.72991,0,26045.151474
Net settlement for Equity with settlement number: 2026162,2026-08-27,NSE-EQ - Z,Book Voucher,24372.619725,0,1672.531749
Net settlement for Equity with settlement number: 2026163,2026-08-28,NSE-EQ - Z,Book Voucher,963.649167,0,708.882582
Net settlement for Equity with settlement number: 2026164,2026-08-31,NSE-EQ - Z,Book Voucher,607.707726,0,101.174856
Funds added using UPI fromX with reference number 516202642446,2026-09-01,NSE-EQ - Z,Bank Receipts,0,25000,25101.174856
Net settlement for Equity with settlement number: 2026165,2026-09-01,NSE-EQ - Z,Book Voucher,11187.98616,0,13913.188696
Net settlement for Equity with settlement number: 2026166,2026-09-02,NSE-EQ - Z,Book Voucher,9497.340343,0,4415.848353
Net settlement for Equity with settlement number: 2026168,2026-09-04,NSE-EQ - Z,Book Voucher,3125.178583,0,1290.66977
Net settlement for Equity with settlement number: 2026169,2026-09-07,NSE-EQ - Z,Book Voucher,1097.326838,0,193.342932
Net settlement for Equity with settlement number: 2026171,2026-09-09,NSE-EQ - Z,Book Voucher,166.369357,0,26.973575
Closing Balance,,,,,,26.973575
